Latitude,Longitude,Soil_Moisture
18.6161839041607,-156.28818839119248,23.75772775982414
18.723024424642553,-156.19034277480455,22.097347143096687
19.531723805424654,-154.61052748243384,19.066051996175553
19.035185353455944,-155.02692954333043,10.37918649954716
20.17096045148439,-154.73401235034046,25.041253150870784
18.52938677730991,-156.09473473172932,14.695438351409257
19.258188097343872,-155.3248282577812,37.245762927454145
19.174691093538186,-155.09772081116506,25.411678149698414
18.538655261835203,-155.13977622910605,25.749406317783855
18.74873679800102,-155.6836966182666,17.422363130695352
19.327285349837272,-156.46921021661737,6.819627319219762
19.485729168894892,-155.33414788639146,6.111031788054602
19.30857949450974,-155.99379692164078,19.816730045361915
19.56187535682419,-155.59949150771422,7.959788233403325
19.690263349811364,-154.58483796983236,26.239643443904868
18.51984764225567,-155.70192936471514,35.83405519738801
19.428190318907006,-154.82039678667115,35.90201857815528
20.426998481775176,-156.1229187885015,28.066589354628135
19.538064560259098,-155.15507900394994,12.393114101552586
19.855084534917907,-154.5459860911221,35.204889097560525
19.123727715833766,-156.29621379825412,36.01327023596228
20.047982756305526,-156.48336011554562,11.882875473353554
20.04584296375223,-155.63283441473476,30.809913001973705
19.54259209530828,-156.31474903389727,15.028184212449304
20.452027646558427,-155.00323130064754,33.092410932352536
18.751100429525305,-154.67090267230287,39.90332649662609
18.533895329779163,-155.63195805458247,6.050910186528748
20.04031642351419,-155.9825767156891,36.40780530268262
20.114311074729766,-155.6311933619868,26.792068675953033
18.74041445824115,-155.0531043643,39.06839167076874
19.03116566591721,-156.48189167683927,21.275333113424967
18.53510472673326,-155.3210920210306,34.65857756999808
19.08661722156113,-155.27341663022526,7.183792400939703
20.046283747837343,-155.22462350620813,16.73476675274035
19.535921055425156,-156.01595584003826,7.345578821292349
19.196191186336577,-155.07189455324374,39.137009671767466
19.24347858981266,-156.31721702733645,33.59408675451429
18.502707251430937,-156.1014593270664,34.83915974360897
19.09960105513047,-154.74505990669104,37.8287831001863
19.79291748327586,-155.02255369854686,7.978622014192487
20.448388887632714,-156.4725088919773,18.49591573796667
20.194121653967798,-156.0032474792604,7.486221116540074
18.547189929291058,-156.07118703401366,12.377758554251002
20.29712120934968,-155.95838734392606,13.027802196318532
20.066396826597252,-156.00488045944022,21.418752386665254
20.06075224714196,-156.37494740851432,14.39967586087749
19.415991518007143,-155.58211896680635,8.534233738621637
19.296010585909006,-155.03453305042768,10.86218811829377
19.105831457666387,-155.28653655056513,10.154644724323182
18.631389717908732,-155.15425666280385,39.05768792693044
18.956470726987398,-156.33770164292753,31.575237742146577
18.99320726995605,-154.59701857964643,38.87165128443467
19.468154139420403,-154.82301633231395,20.3909170277768
19.994888813193388,-154.88981936300868,14.742896858192982
19.447619656795894,-154.85403238991645,32.94026190232154
18.61568889889432,-154.63457898373449,16.418887131440137
20.415579601976408,-155.4114920677726,15.47841807968719
20.385448638188226,-156.09943596426476,13.137709727274093
20.070379086296818,-155.26643278429492,9.538764237848238
20.48265580312844,-155.01423701266413,13.976207135586808
19.588964665600525,-155.02416521329195,17.43619119658607
20.425536700506413,-155.45710195166623,28.589797285100566
18.6512100812335,-156.36308256133285,7.189769477680805
19.231361496522744,-155.75777412313974,12.367742888287003
18.95076253601353,-154.6584667830733,33.31582741020867
18.89166616826854,-155.33110218048515,10.142267325431977
18.78160589778535,-155.42333611348857,16.992580128288253
19.744827283131993,-155.96229297123563,35.263062265034904
20.06264371149461,-155.76310216016685,10.422385890020493
19.65659679884072,-154.70930782169367,7.895789246636646
18.793925419176418,-155.16707390494634,21.95882982780038
20.12224753986694,-154.92522594649535,15.584682894748774
19.771909414327457,-155.5913091538647,24.719292756934895
19.27633141225399,-155.2395055610877,33.13317116692163
19.848260591072126,-156.00323278251358,9.80019708534601
19.019809958485666,-155.08907833943303,25.324467959399975
19.190384416988422,-155.64479733259333,22.69280661364524
20.33497168626398,-155.61490897037052,10.042757510461986
19.08100901134284,-155.20135535084623,26.839946993514385
19.439976536315875,-154.62743875706215,14.577414625127007
20.28028227479203,-156.37198730678276,22.074201149040437
19.915442700535056,-154.85051352530598,7.8795313496971655
18.624406452329406,-155.91523377917562,21.085442002476807
18.79460608855794,-155.61216109098726,15.72622138149871
18.515683181543835,-156.45617334244997,33.7833423914874
19.761843580458326,-155.89790784433137,6.99425544490789
19.395346850820836,-155.49473751473974,19.65125462214155
18.768549701804552,-156.3876478453051,21.04509984460033
20.41586824211354,-155.51780854123368,30.375212670469157
19.55931944789124,-154.64577874228314,25.100065128157386
18.98378658822578,-156.2892135637844,28.352431801796335
19.501207142309415,-154.971118543849,32.196724997811465
19.859240665470217,-155.68065789324802,35.177104078036606
18.652478435947128,-155.18965257095132,15.985642385286468
19.049407630095786,-155.97952680402955,23.830794687736603
20.113930981767986,-156.18101547491727,34.403782745372
19.419329740805324,-156.17907477145755,39.63078958377697
19.59315428406459,-156.35901610871372,36.13317588653171
19.365632004418938,-156.1287065901975,18.00135419185319
18.58779988528601,-155.17156123002206,11.830828102652765
18.831499559640314,-154.73661877631298,22.128738809230605
19.39108327748378,-154.87174862881767,30.957450814261477
18.918370930815854,-155.12973138025103,22.239917476365417
18.59995805731936,-156.27913627317778,21.911330215978396
20.18729932810365,-155.9216251074081,34.33806473786302
20.46238505832823,-155.88038624935507,17.649132267351522
20.08628574799348,-156.00008610720477,35.0928136184076
20.207569843409335,-155.46998868058054,19.238168033310323
18.98395426063409,-155.42889237024065,16.488158698741877
20.4212539510264,-155.78622804965778,20.889646891989464
18.89385140890686,-155.79242168252713,31.685643553620395
20.402859620723664,-154.84288880418785,9.410070975239801
20.489638587931903,-154.92141430336062,11.874672555520608
19.9234456114921,-155.8844083366385,38.30056889820822
20.462287463583642,-154.67242311225348,11.142206958347508
19.639079559134206,-154.59436996599499,24.87045612758691
19.01908356635218,-155.8465149159399,25.276006333167825
19.37399177133124,-155.7911501024139,22.136856171758566
19.687121870757572,-155.48873169315607,27.56608370018865
18.64616312405403,-154.61775837493266,13.043935402916645
19.744686529234492,-154.74736113371537,24.34317937218619
20.462355673524588,-156.29486407483282,18.0260639336414
18.880215299567457,-155.71453851345717,28.158354087021618
20.085190232576767,-155.39325762050046,9.942824018060232
20.31579758755924,-155.49373505489692,24.980709589381668
20.38740318564044,-156.11227386412622,11.48446243841633
20.420271208810895,-154.7823664576637,14.752507209026273
19.542919277442945,-155.14611843400633,12.654843011325413
20.454615815983008,-154.8241832502964,11.399322295408599
20.014620414268876,-154.78247144130106,33.899883304623344
18.823342872473923,-155.00328829266851,14.999764868131162
19.45380021293594,-155.62157879750058,37.44933236525573
19.936662350744008,-155.27890648996916,38.94742838708168
18.994680631638168,-156.17926918776053,24.994116447798408
19.781230367097773,-155.1527091650502,10.005039293300424
19.83320095809324,-156.14149348852143,18.109188518285343
18.825399487617133,-155.11210081897968,32.92062921718749
19.630170624905514,-156.04080367849207,17.858675504397468
20.043253821957215,-156.26489739969955,8.045602640597606
19.497791329071884,-156.1694310197141,24.487471882486577
18.524206233552214,-156.49601572956186,34.57922980236121
18.518076938158586,-155.06252076429294,32.85742355002259
19.214058687940025,-155.03519790188324,11.129309904562364
20.352388136863564,-155.47013330017347,28.546761504436336
18.957353559207217,-156.17727439788922,12.71764922024765
19.768727377743375,-156.33289132497862,12.637263709326028
18.94415174138664,-156.4617420671254,35.592512065681476
19.143339979319098,-156.16850364606955,13.738413345908056
20.19608417920297,-154.7182889300337,14.213657128130391
19.957722884539894,-156.01692631659662,5.022868676645484
18.690798554626422,-155.79145734556556,35.47341619439312
19.357404041972867,-156.28930903103733,32.740818462319716
18.558339527290528,-156.05527739050365,26.95651272817373
19.46178029320602,-155.46155085843958,31.259301737859477
19.824868023402136,-155.2844946338087,10.321699859857212
18.737005247196304,-156.00929537166758,21.04132581056514
19.07776987781833,-156.38453568154978,17.29267855720733
19.295673251004313,-155.7179342617452,8.282178418995578
20.339062049312098,-156.03159325814732,22.014566982522343
20.486510030845928,-156.0608921535404,37.22588776199224
18.589822597991233,-154.58027439457308,6.402069166774307
20.022015846990783,-155.26739902814856,15.201131972282786
19.243448132804687,-155.3862431136558,12.263932767199622
19.28491637245896,-155.66844979295337,13.33513287829937
20.008529946694047,-155.64211133313972,36.79520931577814
20.33685286429082,-155.41818999232385,21.382416898200155
20.401857189005096,-155.10714038592778,21.320479452893657
19.654245172076642,-155.09570780763633,31.62014748593488
19.214242318601006,-156.1566121845891,10.407227140172402
20.07509817171756,-155.49977449584674,22.054287393501777
19.0020027665246,-155.67608380993178,20.04948249423709
19.628148057667037,-154.75894606746124,25.891874169132965
19.217156923049746,-155.23716215756323,39.98451961376535
19.813262147415752,-155.43499186716804,31.93071129287165
18.980797825787015,-156.26921071564217,18.92529960560995
18.88318589146965,-155.28872422135316,33.964356829591644
20.336478173350873,-156.26559218863954,10.974792715936807
18.703607365899074,-155.82558684886848,6.066229020813605
19.511915815469862,-156.21431607037132,12.155693036249556
18.941705565926018,-155.11585270595126,16.914404463999087
18.577859926651335,-156.08749577232769,22.870326511084595
18.572037636582852,-155.71628125362395,26.529519918941993
18.850443544211654,-154.70865044476244,36.87120010250476
20.233540709012,-156.09136723320205,22.84489033426602
19.064957487954054,-155.48438987208243,22.54464756190053
20.400918341150593,-155.66145667766796,6.758505343804375
19.663244585978386,-156.46375191790855,6.221904342967833
19.373228379537533,-154.91448377285437,24.290598667073024
19.66017766933891,-156.3619081873708,20.336251463692058
19.533396770452537,-155.5514899580461,34.37131382431045
20.01755250751465,-155.3786434101221,10.623785464914581
19.064992131945704,-155.24314708677082,5.874008174096736
19.206100783200604,-155.12273674138424,20.716356877554404
20.2881886050665,-155.99345523295457,13.311749486329012
20.39291302630081,-156.48004244668311,6.736503066859311
20.28511645497295,-155.05311267529018,30.360940039667014
19.338895987914626,-155.42868680130485,8.905754998503662
20.060731006013764,-154.8277645935855,26.291182500272008
19.452671466602197,-154.85722327419862,14.83674125584112
19.495079704292205,-154.81334766442424,11.072361762425771
18.909360218114568,-155.52981068004092,18.29130330217611
19.682260606517033,-155.83274320832626,33.050602167803376
18.872271795506695,-154.91688359481725,18.723275191660044
19.163129398134387,-155.5974117739415,31.27693772238695
20.210060403239872,-156.13311560719313,9.392020387970273
18.91415161842171,-154.79005196087707,32.046999688277765
18.642316570346864,-154.7348802464553,13.292666371732702
18.638015185225633,-155.56738048771965,28.70875954611055
20.381569041006216,-156.34860054538044,24.802354419434874
19.51384087592367,-155.72434782016614,37.520065102409056
19.318824143634036,-154.8929246810748,18.556288129135993
20.121757162015836,-154.69645194290754,7.315781609205416
20.171651855821032,-156.0930545150048,5.670441994293852
19.16438206623121,-156.36605277594947,33.94004963404636
19.88723611494759,-154.74529909373433,23.365747318150127
20.04224563170377,-155.72119012204226,32.13354181422322
19.80930137373191,-155.41647807146487,13.204896000403014
18.803190149600198,-154.5638683758985,17.07793109296318
20.251766167034113,-156.36687054417155,6.053635527396163
19.578189105472017,-155.20336398509582,38.65223136009393
19.06494485274001,-156.35178915485025,28.37537673452847
19.35045637087539,-155.749062143067,37.66217807157572
18.575142180797815,-154.8923709096131,14.292374260017532
18.755733602444835,-155.63305553448873,26.40122639289813
20.031093501031723,-154.50563529219409,28.747498890242323
18.50002326951073,-155.3818814301068,16.114239509015597
19.333131656964586,-155.8576756947281,34.68382322554705
19.545020362171176,-156.0597773481905,38.15065120150867
18.609268840001945,-155.79895893142768,35.96992911936015
20.446156325944667,-155.75493345248088,30.86734415787804
18.952250662499345,-156.36257264455207,14.71126379037339
19.10839743927256,-155.76085160114644,14.856561473697111
19.107885024510054,-155.57152296052155,38.71761121561133
18.9608333242347,-155.0545244955224,5.359957357749221
18.50294764417262,-155.18654103055678,30.061749063475055
19.958689588175993,-155.08246868954168,29.718615689434177
20.43369099959857,-156.48327263624628,26.79413393324291
18.94858696657009,-156.06466520083893,39.6538096130403
19.826094383606844,-155.1766314232003,15.915780251730384
19.98379265391743,-155.5320212636405,16.899015232763688
20.19685075818105,-156.4893730486633,7.762879103129444
19.34525839402722,-154.89101071513636,20.49793477903081
19.10586181128086,-154.95438085341934,14.136698418219684
19.150590268046063,-155.40316167401286,17.018534576217547
19.925242666197025,-156.36707334844746,34.210012658946965
20.133558933011273,-154.96696990093483,37.74195797346235
18.863227935513205,-155.33257282453727,11.500657520181498
19.24188201631553,-154.9360800456841,18.037812604371304
20.3038803934983,-154.99650601520833,37.50206967403879
20.11338703938948,-154.89399585608433,7.163296124122792
20.469716805524953,-155.46398386719076,8.232618483898248
20.00849651936416,-156.21935096361298,10.697684622218027
19.286390402055844,-155.1576850532406,25.832449194440617
19.681275667989276,-155.25905242989606,10.266529485209912
19.82202850849464,-155.01549362560183,38.882673350775676
18.656911632634248,-156.16023798789854,20.63500845404821
19.58899391820773,-156.11004960019943,22.553128612255822
19.91864165694522,-154.71918096556135,13.633051553189228
18.83464260800212,-155.00004440309587,21.483608835215673
20.061263434851114,-154.68354302259937,28.166977142295405
19.667545561028223,-154.98256935767216,31.291199793391495
20.404443571395188,-155.3056893880194,31.385382894846956
18.584844596413785,-155.19173452594424,25.226188944293092
19.030652275110935,-154.72174415211998,36.652592124785
19.70310775859965,-155.3423864909761,33.60927465571383
19.09311982441186,-155.23521735134324,31.49668401445189
19.928848328142486,-156.1870465679928,6.9461932588161215
20.018010565043863,-155.5521575597678,5.240728677687726
18.70503192813295,-155.0672057760838,12.435654701841553
19.527708928413535,-155.95811460336728,28.22332578697083
19.51778111118211,-156.09549163895093,19.391912110889102
19.238561540431082,-155.87234638355116,19.08421907547591
20.365849725139345,-156.01699874401433,35.96054108803648
20.15501263974644,-156.07017472592722,36.344699684614355
19.894418763819274,-155.65029831426384,36.8211342418755
19.928653271469994,-154.68432297223293,15.985732678025956
19.423432287626238,-155.48588070652255,29.18695344587416
20.341989042193152,-156.12415923836934,14.507161344602938
19.88919085450657,-156.34605666123826,11.671344157605741
19.95796212331163,-155.10768770972416,11.462136007157923
20.22338180757469,-155.73440247112723,16.97376673022579
19.04814317868438,-154.85633810682927,20.04851669229376
20.114141807733407,-155.18097846271846,34.083220986927394
18.890481205912984,-154.90751709891725,9.196188271544923
19.190683904489777,-155.9561079211631,30.722404658821297
19.171220908539684,-155.1152821550779,23.600921996625686
20.45705093677828,-155.97187603061255,15.078086993659737
20.213074447495853,-154.62186304109943,22.24868545864886
19.902339723180518,-155.22725143693324,15.497972442195792
19.95411352323078,-155.8509763996493,25.862868433340708
19.624145588805142,-155.96097627541545,20.184537299933545
20.394181334217038,-156.11814682985673,10.754193517760756
19.492517505764724,-155.11071808221254,9.080407609449384
19.261035419739787,-156.06256877400415,24.134348872524555
18.826070673863182,-155.30939346814503,36.58445616501362
20.072411304522117,-155.97072994614928,17.038519029518994
19.96888786415118,-155.17606211041226,30.655003752791814
19.26871007704827,-154.87012054291893,28.053147422891843
18.55038682791846,-154.9439495137107,37.60442200083183
20.17799465543602,-154.97829733813845,33.73433560546993
18.522835966908147,-156.1245551886155,24.831184061691204
19.907399559258103,-156.32323010603096,27.996067438193755
20.440514219452115,-155.10210234302522,36.443526330441216
19.375322656296408,-155.7633055724113,18.983157460542717
18.969946809991907,-155.6353075471933,16.437814705022205
19.909742020086764,-156.43770181441323,5.378387927231872
20.13425628403117,-155.9808471014499,33.92928759670124
19.592860632155695,-156.43264719225107,33.03432451411777
20.434070550512292,-154.7416284547975,8.6559081335053
18.603337443315922,-156.01320663356293,25.190008339644507
19.509591196609055,-155.385325660854,21.23935943584106
19.9369078946451,-156.42204135867775,9.154818342818901
20.225280942298358,-155.1663052173887,39.31988794712532
18.85851122381558,-155.8539453084918,12.514356061217441
20.100006963527363,-154.70416162608467,7.35319630316964
19.605414151437092,-154.72376362213194,25.819658282566834
19.293107363979928,-155.8494187632765,30.86033369965614
18.76343005715819,-154.69807820861905,6.135520611651543
20.230591517817825,-154.50768465300243,28.055117355445777
18.81454641635943,-154.8491686717521,23.630215658300905
19.119575718418197,-154.81025730448954,8.614275310626695
19.080091063924876,-156.00198252778182,11.038335693122672
20.24282806838171,-155.34659520228448,24.87910040606282
19.845405988417795,-156.36548817206526,15.372516472965094
20.093362794382745,-156.31016412635665,37.841050502796065
